id,flat_top_10_ids,flat_top_5_ids,generated_ans,subject,grade,chapter,chapter_title,question,type,difficulty,key_concepts,reference_chunk_id,recall_any_of,reference_answer,source,hit_5,hit_any_5,hit_10,hit_any_10,mrr_any
q_0177,"['maths_exercises_103_649ea2fad6', 'maths_text_113_699b867cb2', 'maths_exercises_310_b9904c1e03', 'maths_text_109_23a6eaa614', 'maths_text_109_7a27203824', 'maths_text_102_ad70eddaaa', 'maths_exercises_120_c49b6ecb39', 'maths_exercises_122_0aa1793450', 'maths_text_107_70d5999f7d', 'maths_text_102_545cdd0e0a']","['maths_exercises_103_649ea2fad6', 'maths_text_113_699b867cb2', 'maths_exercises_310_b9904c1e03', 'maths_text_109_23a6eaa614', 'maths_text_109_7a27203824']",,maths,11,6,Permutations and Combinations,"How many 3-digit numbers can be formed from the digits 1, 2, 3, 4 and 5 assuming that
   (i) repetition of the digits is allowed?
   (ii) repetition of the digits is not allowed?",reasoning,intermediate,['Permutations and Combinations'],maths_exercises_103_649ea2fad6,"['maths_exercises_103_649ea2fad6', 'maths_exercises_105_654ee76866', 'maths_exercises_106_c728321553']","## 6.2 Fundamental Principle of Counting
Let us consider the following problem. Mohan has 3 pants and 2 shirts. How many different pairs of a pant and a shirt, can he dress up with? There are 3 ways in which a pant can be chosen, because there are 3 pants available. Similarly, a shirt can be chosen ",ncert_exercise,True,True,True,True,1.0
q_0408,"['physics_text_479_5cf91a4543', 'physics_text_480_c5c6228a39', 'physics_text_480_55156fc0e7', 'physics_text_480_9efec5efb8', 'physics_text_479_7653f6e685', 'physics_text_480_56bc1abc77', 'physics_text_481_d2fb08f4d4', 'physics_text_478_3869dead00', 'physics_text_482_5cbf0149d1', 'physics_text_358_857107dc7e']","['physics_text_479_5cf91a4543', 'physics_text_480_c5c6228a39', 'physics_text_480_55156fc0e7', 'physics_text_480_9efec5efb8', 'physics_text_479_7653f6e685']",,physics,12,8,Electromagnetic Waves,What is conduction current? Explain in the context of Electromagnetic Waves.,definition,basic,"['conduction current', 'Electromagnetic Waves']",physics_text_479_5cf91a4543,['physics_text_479_5cf91a4543'],"This is the missing term in Ampere's circuital law. If we generalise this law by adding to the total current carried by conductors through the surface, another term which is ε₀ times the rate of change of electric flux through the same surface, the *total* has the same value of current *i* for all s",generated_from_key_terms,True,True,True,True,1.0
q_0298,"['biology_text_120_9383e31e4e', 'biology_text_121_125930a793', 'biology_text_120_9e5a7531d1', 'biology_summary_128_a4167608f1', 'biology_exercises_128_945cb5bd8e', 'biology_text_120_9c846ac68c', 'biology_text_121_b085407d0f', 'biology_text_121_fcd5bdd8f7', 'biology_figure_120_53da1318eb', 'biology_figure_84_a9a5f47c22']","['biology_text_120_9383e31e4e', 'biology_text_121_125930a793', 'biology_text_120_9e5a7531d1', 'biology_summary_128_a4167608f1', 'biology_exercises_128_945cb5bd8e']",,biology,11,10,Cell Cycle and Cell Division,What is G₀ (quiescent phase) of cell cycle?,definition,basic,['Cell Cycle and Cell Division'],biology_exercises_128_945cb5bd8e,"['biology_exercises_128_945cb5bd8e', 'biology_exercises_129_37ac9b21f4', 'biology_exercises_130_2ed2cbf376']","## 10.1 CELL CYCLE

Cell division is a very important process in all living organisms. During the division of a cell, DNA replication and cell growth also take place. All these processes, i.e., cell division, DNA replication, and cell growth, hence, have to take place in a coordinated way to ensure ",ncert_exercise,True,True,True,True,0.2
q_0457,"['chemistry_text_552_08ed82b219', 'chemistry_text_552_14ab84f1df', 'chemistry_text_558_8a748b248a', 'chemistry_figure_560_e10d2cbdc5', 'chemistry_text_554_06167ebf68', 'chemistry_text_558_1137a7378b', 'chemistry_text_555_39b8979708', 'chemistry_text_454_4f65496543', 'chemistry_text_551_4a3a68f086', 'chemistry_text_560_39421d3a7b']","['chemistry_text_552_08ed82b219', 'chemistry_text_552_14ab84f1df', 'chemistry_text_558_8a748b248a', 'chemistry_figure_560_e10d2cbdc5', 'chemistry_text_554_06167ebf68']",,chemistry,12,9,Amines,What is Hoffmann bromamide degradation reaction? Explain in the context of Amines.,definition,basic,"['Hoffmann bromamide degradation reaction', 'Amines']",chemistry_text_552_08ed82b219,['chemistry_text_552_08ed82b219'],"6. **Hoffmann bromamide degradation reaction**

Hoffmann developed a method for preparation of primary amines by treating an amide with bromine in an aqueous or ethanolic solution of sodium hydroxide. In this degradation reaction, migration of an alkyl or aryl group takes place from carbonyl carbon ",generated_from_key_terms,True,True,True,True,1.0
q_0399,"['physics_text_362_1cb1d242cb', 'physics_text_361_ad9439944d', 'physics_text_358_c2cef8e7ff', 'physics_text_362_fac968cb08', 'physics_text_360_873d76434a', 'physics_text_364_455d1cd456', 'physics_figure_362_ccbfe8e761', 'physics_text_359_dff934eb3f', 'physics_text_6_27a6da1b99', 'physics_points_to_ponder_380_f97089890b']","['physics_text_362_1cb1d242cb', 'physics_text_361_ad9439944d', 'physics_text_358_c2cef8e7ff', 'physics_text_362_fac968cb08', 'physics_text_360_873d76434a']",,physics,12,3,Current Electricity,What is magnitudes? Explain in the context of Current Electricity.,definition,basic,"['magnitudes', 'Current Electricity']",physics_text_361_ad9439944d,['physics_text_361_ad9439944d'],"Current
Electricity

E l = j ρ l
or, E = j ρ (3.11)

The above relation for **magnitudes** E and j can indeed be cast in a **vector** form. The current density, (which we have defined as the current through unit area **normal** to the current) is also directed along **E**, and is also a vector **j**",generated_from_key_terms,True,True,True,True,0.5
q_0241,"['maths_exercises_570_549f8f356c', 'maths_summary_572_158aa911e4', 'maths_text_569_8e11d84932', 'maths_text_569_64018fdc46', 'maths_summary_564_ac19a15ee9', 'maths_exercises_194_a99cbcb3ae', 'maths_exercises_570_e73163cbbb', 'maths_text_569_b79454bd19', 'maths_text_193_63c08fc4e7', 'maths_text_193_6b07a75ca1']","['maths_exercises_570_549f8f356c', 'maths_summary_572_158aa911e4', 'maths_text_569_8e11d84932', 'maths_text_569_64018fdc46', 'maths_summary_564_ac19a15ee9']",,maths,12,8,Application of Integrals,Find the area of the region bounded by the ellipse $\frac{x^2}{16} + \frac{y^2}{9} = 1$.,numerical,intermediate,['Application of Integrals'],maths_exercises_570_549f8f356c,"['maths_exercises_570_549f8f356c', 'maths_exercises_570_c1caa85a41', 'maths_exercises_570_7c9466e190']","In the previous chapter, we have studied to find the
area bounded by the curve y = f (x), the ordinates x = a,
x = b and x-axis, while calculating definite integral as the
limit of a sum. Here, in this chapter, we shall study a specific
application of integrals to find the area under simple curves,
",ncert_exercise,True,True,True,True,1.0
q_0426,"['chemistry_text_74_19da381e27', 'chemistry_text_74_f3757568f3', 'chemistry_text_91_47c8f3cf57', 'chemistry_text_75_0a5ce7ceb1', 'chemistry_text_81_15222b0b06', 'chemistry_table_74_e68e40158e', 'chemistry_text_86_0c5ff5d6d2', 'chemistry_text_81_2eefb3ce68', 'chemistry_text_73_962db397d8', 'chemistry_text_86_4677e6109e']","['chemistry_text_74_19da381e27', 'chemistry_text_74_f3757568f3', 'chemistry_text_91_47c8f3cf57', 'chemistry_text_75_0a5ce7ceb1', 'chemistry_text_81_15222b0b06']",,chemistry,11,3,Classification of Elements and Periodicity in Properties,What is Triads? Explain in the context of Classification of Elements and Periodicity in Properties.,definition,basic,"['Triads', 'Classification of Elements and Periodicity in Properties']",chemistry_text_74_f3757568f3,['chemistry_text_74_f3757568f3'],"## 3.2 GENESIS OF PERIODIC CLASSIFICATION

Classification of elements into groups and development of Periodic Law and Periodic Table are the consequences of systematising the knowledge gained by a number of scientists through their observations and experiments. The German chemist, Johann Dobereiner ",generated_from_key_terms,True,True,True,True,0.5
q_0111,"['chemistry_exercises_271_5ece886850', 'chemistry_text_276_d6f0590ae9', 'chemistry_text_279_5a9ca1c06c', 'chemistry_table_277_0b4ba736db', 'chemistry_text_286_76a8a3c222', 'chemistry_summary_509_b99a920c21', 'chemistry_exercises_513_432d6f430a', 'chemistry_exercises_544_b9cc6c2e15', 'chemistry_text_238_09a5020d7f', 'chemistry_exercises_479_721e638a70']","['chemistry_exercises_271_5ece886850', 'chemistry_text_276_d6f0590ae9', 'chemistry_text_279_5a9ca1c06c', 'chemistry_table_277_0b4ba736db', 'chemistry_text_286_76a8a3c222']",,chemistry,11,8,Organic Chemistry: Some Basic Principles and Techniques,"Write bond line formulas for : Isopropyl alcohol, 2,3-Dimethylbutanal, Heptan-4-one.",factual,intermediate,['Organic Chemistry: Some Basic Principles and Techniques'],chemistry_exercises_271_5ece886850,"['chemistry_exercises_271_5ece886850', 'chemistry_marginalia_272_b70ebe198b', 'chemistry_exercises_272_671d708057']","## 8.1 GENERAL INTRODUCTION
Organic compounds are vital for sustaining life on earth and include complex molecules like genetic information bearing deoxyribonucleic acid (DNA) and proteins that constitute essential compounds of our blood, muscles and skin. Organic compounds appear in materials like ",ncert_exercise,True,True,True,True,1.0
q_0038,"['physics_exercises_381_dadab7d54d', 'physics_exercises_382_0104a55885', 'physics_text_374_e0990d9e25', 'physics_figure_382_22d71e9bdf', 'physics_figure_375_dfb896ee40', 'physics_figure_371_1dc2f55078', 'physics_text_370_852369be63', 'physics_figure_370_477117a3ba', 'physics_exercises_382_5532efd50e', 'physics_text_373_b384433814']","['physics_exercises_381_dadab7d54d', 'physics_exercises_382_0104a55885', 'physics_text_374_e0990d9e25', 'physics_figure_382_22d71e9bdf', 'physics_figure_375_dfb896ee40']",,physics,12,3,Current Electricity,"A battery of emf 10 V and internal resistance 3 Ω is connected to a resistor. If the current in the circuit is 0.5 A, what is the resistance of the resistor? What is the terminal voltage of the battery when the circuit is closed?",numerical,basic,['Current Electricity'],physics_exercises_381_dadab7d54d,"['physics_exercises_381_dadab7d54d', 'physics_exercises_382_5532efd50e', 'physics_exercises_382_0104a55885']","and the quotient

$I = \frac{q}{t}$ (3.1)

is defined to be the current across the area in the forward direction. (If it turn out to be a negative number, it implies a current in the backward direction.)",ncert_exercise,True,True,True,True,1.0
q_0278,"['biology_exercises_52_6cecc68e7c', 'biology_text_5_29d09693e1', 'biology_text_4_286de6637e', 'biology_exercises_8_b9bcb1ead1', 'biology_text_4_d770a0682c', 'chemistry_text_73_a7e2dada27', 'biology_text_36_accb3bbf08', 'biology_text_9_ebe00854b3', 'biology_text_416_89f048ad1b', 'biology_summary_51_587b76672a']","['biology_exercises_52_6cecc68e7c', 'biology_text_5_29d09693e1', 'biology_text_4_286de6637e', 'biology_exercises_8_b9bcb1ead1', 'biology_text_4_d770a0682c']",,biology,11,4,Animal Kingdom,"If you are given a specimen, what are the steps that you would follow to classify it?",conceptual,intermediate,['Animal Kingdom'],biology_exercises_52_6cecc68e7c,"['biology_exercises_52_6cecc68e7c', 'biology_exercises_53_fe1928ac46', 'biology_exercises_54_4fd32a9539']","### 4.1.1 Levels of Organisation

Though all members of Animalia are multicellular, all of them do not exhibit the same pattern of organisation of cells. For example, in sponges, the cells are arranged as loose cell aggregates, i.e., they exhibit **cellular** level of organisation. Some division of ",ncert_exercise,True,True,True,True,1.0
q_0202,"['maths_exercises_236_06e2647eb4', 'maths_summary_231_e69281378a', 'maths_summary_229_fb30d1a80a', 'maths_summary_232_cae0f46960', 'maths_text_235_33095a13ea', 'maths_text_552_d3dd40aa2d', 'maths_exercises_249_f125d3afe5', 'maths_exercises_253_afbadbd24d', 'maths_text_235_78cab59d57', 'maths_exercises_249_d4afeecad7']","['maths_exercises_236_06e2647eb4', 'maths_summary_231_e69281378a', 'maths_summary_229_fb30d1a80a', 'maths_summary_232_cae0f46960', 'maths_text_235_33095a13ea']",,maths,11,12,Limits and Derivatives,$\lim_{x \to \pi} \left(x - \frac{22}{7}\right)$,conceptual,intermediate,['Limits and Derivatives'],maths_exercises_236_06e2647eb4,"['maths_exercises_236_06e2647eb4', 'maths_exercises_237_1eb7c8e201', 'maths_exercises_237_9915adb368']","## 12.2 Intuitive Idea of Derivatives

Sir Issac Newton
(1642-1727)

Physical experiments have confirmed that the body dropped from a tall cliff covers a distance of 4.9t² metres in t seconds, i.e., distance s in metres covered by the body as a function of time t in seconds is given by s = 4.9t².",ncert_exercise,True,True,True,True,1.0
q_0389,"['physics_text_70_e05a4d425a', 'physics_text_72_e4d29fb30c', 'physics_text_72_13dfc6456f', 'physics_points_to_ponder_86_dcaadbe748', 'physics_text_72_10a7276ab5', 'physics_text_73_ac483e095c', 'physics_marginalia_72_524e800460', 'physics_text_82_66a2564e91', 'physics_text_72_5f9f270621', 'physics_text_75_e8c3680052']","['physics_text_70_e05a4d425a', 'physics_text_72_e4d29fb30c', 'physics_text_72_13dfc6456f', 'physics_points_to_ponder_86_dcaadbe748', 'physics_text_72_10a7276ab5']",,physics,11,5,"Work, Energy and Power","What is A·A? Explain in the context of Work, Energy and Power.",definition,basic,"['A·A', 'Work, Energy and Power']",physics_text_71_90b02df5ca,['physics_text_71_90b02df5ca'],"**A·B** = (A_x**î** + A_y**ĵ** + A_z**k**)·(B_x**î** + B_y**ĵ** + B_z**k**)
= A_xB_x + A_yB_y + A_zB_z (5.1b)
From the definition of scalar product and
(Eq. 5.1b) we have :
(i) **A·A** = A_xA_x + A_yA_y + A_zA_z
Or,
A² = A_x² + A_y² + A_z² (5.1c)
since **A·A** = |**A**||**A**| cos 0 = A².
(ii) **A·B",generated_from_key_terms,False,False,False,False,0.0
q_0437,"['chemistry_text_241_0f7f0c8cef', 'chemistry_summary_270_e14108c449', 'chemistry_text_240_129b8ead65', 'chemistry_text_235_d11d089fca', 'chemistry_text_241_eaa4854875', 'chemistry_text_240_4a3683f958', 'chemistry_marginalia_250_1873299baa', 'chemistry_figure_240_605a29fe54', 'chemistry_text_235_1e1704e326', 'chemistry_text_235_f27f1c9a89']","['chemistry_text_241_0f7f0c8cef', 'chemistry_summary_270_e14108c449', 'chemistry_text_240_129b8ead65', 'chemistry_text_235_d11d089fca', 'chemistry_text_241_eaa4854875']",,chemistry,11,8,Organic Chemistry: Some Basic Principles and Techniques,What is classify the organic compounds;? Explain in the context of Organic Chemistry: Some Basic Principles and Techniques.,definition,basic,"['classify the organic compounds;', 'Organic Chemistry: Some Basic Principles and Techniques']",chemistry_text_235_d11d089fca,['chemistry_text_235_d11d089fca'],"## Objectives

After studying this unit, you will be able to

* understand reasons for tetravalence of carbon and shapes of organic molecules;
* write structures of organic molecules in various ways;
* classify the organic compounds;
* name the compounds according to IUPAC system of nomenclature and",generated_from_key_terms,True,True,True,True,0.25
q_0295,"['biology_exercises_128_945cb5bd8e', 'biology_text_120_612cd43875', 'biology_text_120_8b77a01281', 'biology_text_120_9e5a7531d1', 'biology_figure_84_a9a5f47c22', 'biology_text_120_6369718f25', 'biology_text_121_125930a793', 'biology_text_119_414b5888fe', 'biology_text_193_dd184ebfa4', 'biology_figure_120_53da1318eb']","['biology_exercises_128_945cb5bd8e', 'biology_text_120_612cd43875', 'biology_text_120_8b77a01281', 'biology_text_120_9e5a7531d1', 'biology_figure_84_a9a5f47c22']",,biology,11,10,Cell Cycle and Cell Division,What is the average cell cycle span for a mammalian cell?,definition,basic,['Cell Cycle and Cell Division'],biology_exercises_128_945cb5bd8e,"['biology_exercises_128_945cb5bd8e', 'biology_exercises_129_37ac9b21f4', 'biology_exercises_130_2ed2cbf376']","## 10.1 CELL CYCLE

Cell division is a very important process in all living organisms. During the division of a cell, DNA replication and cell growth also take place. All these processes, i.e., cell division, DNA replication, and cell growth, hence, have to take place in a coordinated way to ensure ",ncert_exercise,True,True,True,True,1.0
q_0020,"['physics_exercises_88_02af55b654', 'physics_exercises_45_34b6aef6a9', 'physics_text_57_12ff7abe61', 'physics_text_83_f75dacac55', 'physics_text_83_0b31c98a2d', 'physics_text_83_47fea70906', 'physics_text_85_9ec9a223ee', 'physics_text_84_714f33433f', 'physics_text_85_dd002bafc1', 'physics_text_83_2dc2d1c600']","['physics_exercises_88_02af55b654', 'physics_exercises_45_34b6aef6a9', 'physics_text_57_12ff7abe61', 'physics_text_83_f75dacac55', 'physics_text_83_0b31c98a2d']",,physics,11,5,"Work, Energy and Power","State if each of the following statements is true or false. Give reasons for your answer.
(a) In an elastic collision of two bodies, the momentum and energy of each body is conserved.
(b) Total energy of a system is always conserved, no matter what internal and external forces on the body are present.
(c) Work done in the motion of a body over a closed loop is zero for every force in nature.
(d) In an inelastic collision, the final kinetic energy is always less than the initial kinetic energy of",factual,basic,"['Work, Energy and Power']",physics_marginalia_88_29effebe17,"['physics_marginalia_88_29effebe17', 'physics_exercises_88_b5ff1d8d75', 'physics_exercises_88_709e15c1b0']","### 5.1.1 The Scalar Product
We have learnt about vectors and their use in Chapter 3. Physical quantities like displacement, velocity, acceleration, force etc. are vectors. We have also learnt how vectors are added or subtracted. We now need to know how vectors are multiplied. There are two ways of ",ncert_exercise,False,False,False,False,0.0
q_0491,"['maths_text_401_58e08b302d', 'maths_text_408_f8bd42214f', 'maths_text_392_e55aaa814b', 'maths_exercises_410_353fd3d135', 'maths_text_407_5e0dc6e39f', 'maths_text_396_da519a0716', 'maths_text_403_eb3459f117', 'maths_text_402_164f3365dc', 'maths_summary_413_e0277db0d4', 'maths_text_407_faace48ff0']","['maths_text_401_58e08b302d', 'maths_text_408_f8bd42214f', 'maths_text_392_e55aaa814b', 'maths_exercises_410_353fd3d135', 'maths_text_407_5e0dc6e39f']",,maths,12,4,Determinants,What is Example 1? Explain in the context of Determinants.,definition,basic,"['Example 1', 'Determinants']",maths_text_389_40e8fbe51b,['maths_text_389_40e8fbe51b'],"Let
A = $\begin{bmatrix} a_{11} & a_{12} \\ a_{21} & a_{22} \end{bmatrix}$ be a matrix of order $2 \times 2$,
then the determinant of A is defined as:

det (A) = $|A| = \Delta = <::transcription of the content
: figure::>
= $a_{11}a_{22} - a_{21}a_{12}$

**Example 1** Evaluate $\begin{vmatrix} 2 & 4",generated_from_key_terms,False,False,False,False,0.0
q_0357,"['biology_exercises_410_e6b15e386d', 'biology_text_406_36e1d1fffb', 'biology_text_402_6990a9727d', 'biology_text_402_97670fbf0f', 'biology_text_404_109da4f07b', 'biology_text_405_3b7a72735c', 'biology_text_182_c51df7ddb1', 'biology_text_402_6b0bfd2fc5', 'biology_text_134_3af3c16d20', 'biology_text_154_56b6f742fc']","['biology_exercises_410_e6b15e386d', 'biology_text_406_36e1d1fffb', 'biology_text_402_6990a9727d', 'biology_text_402_97670fbf0f', 'biology_text_404_109da4f07b']",,biology,12,8,Microbes in Human Welfare,Give examples to prove that microbes release gases during metabolism.,factual,advanced,['Microbes in Human Welfare'],biology_exercises_410_e6b15e386d,"['biology_exercises_410_e6b15e386d', 'biology_exercises_411_b58191948b', 'biology_exercises_412_db9c517a84']","Microbes like bacteria and many fungi can be grown
on nutritive media to form colonies (Figure 8.3), that can
be seen with the naked eyes. Such cultures are useful in
studies on micro-organisms.",ncert_exercise,True,True,True,True,1.0
q_0144,"['chemistry_text_499_466521dab9', 'chemistry_text_303_b975f75f60', 'chemistry_summary_509_dde121cd81', 'chemistry_summary_305_7e0a35281f', 'chemistry_figure_303_0b3401bab2', 'chemistry_exercises_511_1e5b17f94e', 'chemistry_figure_494_2896378b9e', 'chemistry_figure_524_602d10b976', 'chemistry_text_507_96c52386f9', 'chemistry_figure_303_dcff7b6f5b']","['chemistry_text_499_466521dab9', 'chemistry_text_303_b975f75f60', 'chemistry_summary_509_dde121cd81', 'chemistry_summary_305_7e0a35281f', 'chemistry_figure_303_0b3401bab2']",,chemistry,12,7,"Alcohols, Phenols and Ethers",Explain how does the -OH group attached to a carbon of benzene ring activate it towards electrophilic substitution?,conceptual,intermediate,"['Alcohols, Phenols and Ethers']",chemistry_exercises_511_1e5b17f94e,"['chemistry_exercises_511_1e5b17f94e', 'chemistry_exercises_511_334b769e21', 'chemistry_exercises_512_24a9bc9064']",You have learnt that substitution of one or more hydrogen atom(s) from a hydrocarbon by another atom or a group of atoms result in the formation of an entirely new compound having altogether different properties and applications. **Alcohols** and **phenols** are formed when a hydrogen atom in a hydr,ncert_exercise,False,False,True,True,0.16666666666666666
q_0510,"['biology_text_1_466750d473', 'biology_text_2_9a327c0f1c', 'biology_text_0_1eba580059', 'biology_text_8_89c0a51db8', 'biology_figure_0_923e8ef699', 'biology_text_361_6732d1b996', 'biology_text_4_74678bb1bf', 'biology_text_4_84009419b7', 'biology_text_4_286de6637e', 'biology_text_6_7915675f68']","['biology_text_1_466750d473', 'biology_text_2_9a327c0f1c', 'biology_text_0_1eba580059', 'biology_text_8_89c0a51db8', 'biology_figure_0_923e8ef699']",,biology,11,1,The Living World,What is Balzan Prize? Explain in the context of The Living World.,definition,basic,"['Balzan Prize', 'The Living World']",biology_text_1_466750d473,['biology_text_1_466750d473'],"Born on 5 July 1904, in Kempten, Germany, ERNST MAYR, the
Harvard University evolutionary biologist who has been called
'The Darwin of the 20th century', was one of the 100 greatest
scientists of all time. Mayr joined Harvard's Faculty of Arts
and Sciences in 1953 and retired in 1975, assuming the t",generated_from_key_terms,True,True,True,True,1.0
q_0316,"['biology_exercises_203_0bfa8a659c', 'biology_text_192_fec0ec8a98', 'biology_text_93_92b4287d95', 'chemistry_text_578_1509fc4040', 'biology_text_193_a27bfcc0bf', 'biology_text_194_1e52fadf85', 'biology_figure_92_8238ddcacf', 'chemistry_text_167_88804d16ad', 'biology_text_218_1da8f67d55', 'biology_text_196_fce0130710']","['biology_exercises_203_0bfa8a659c', 'biology_text_192_fec0ec8a98', 'biology_text_93_92b4287d95', 'chemistry_text_578_1509fc4040', 'biology_text_193_a27bfcc0bf']",,biology,11,15,Body Fluids and Circulation,What is the importance of plasma proteins?,definition,basic,['Body Fluids and Circulation'],biology_exercises_203_0bfa8a659c,['biology_exercises_203_0bfa8a659c'],"## 15.1.1 Plasma

Plasma is a straw coloured, viscous fluid constituting nearly 55 per cent of the blood. 90-92 per cent of plasma is water and proteins contribute 6-8 per cent of it. Fibrinogen, globulins and albumins are the major proteins.",ncert_exercise,True,True,True,True,1.0
q_0114,"['chemistry_exercises_477_8b8691da67', 'chemistry_exercises_305_fd453cb634', 'chemistry_exercises_271_5ece886850', 'chemistry_exercises_543_880f6a14dd', 'chemistry_text_286_e5ddb643a3', 'chemistry_summary_509_b99a920c21', 'chemistry_text_278_7e389b13c8', 'chemistry_text_486_0615a7937b', 'chemistry_text_462_bea911da90', 'chemistry_figure_451_82c96ad04f']","['chemistry_exercises_477_8b8691da67', 'chemistry_exercises_305_fd453cb634', 'chemistry_exercises_271_5ece886850', 'chemistry_exercises_543_880f6a14dd', 'chemistry_text_286_e5ddb643a3']",,chemistry,11,9,Hydrocarbons,"Write IUPAC names of the following compounds :
(a) CH₃CH=C(CH₃)₂
(b) CH₂=CH-C≡C-CH₃
(c) <::transcription of the content
: chemical structure of 1,3-butadiene::>
(d) <::transcription of the content
: chemical structure of 4-phenylbut-1-ene::>
(e) <::transcription of the content
: chemical structure of 2-methylphenol::>
(f) CH₃(CH₂)₄ CH (CH₂)₃ CH₃
   |
   CH₂-CH (CH₃)₂
(g) CH₃ – CH = CH – CH₂ – CH = CH – CH – CH₂ - CH = CH₂
   |
   C₂H₅",factual,basic,['Hydrocarbons'],chemistry_exercises_305_fd453cb634,"['chemistry_exercises_305_fd453cb634', 'chemistry_marginalia_306_b79a79ca97', 'chemistry_exercises_306_eeff8e89a8']","## 9.1 CLASSIFICATION
Hydrocarbons are of different types. Depending upon the types of carbon-carbon bonds present, they can be classified into three main categories – (i) saturated",ncert_exercise,True,True,True,True,0.5
q_0410,"['physics_text_492_a17b12f1aa', 'physics_text_501_5c7db90b4e', 'physics_text_498_8cd8cb22af', 'physics_text_492_4ea9d5bc70', 'physics_figure_520_f3995218e1', 'physics_text_495_561558516d', 'physics_text_501_1dceff927a', 'physics_text_494_e3ddd7580a', 'physics_figure_523_9eaa5a2b53', 'physics_text_494_b338ca1f47']","['physics_text_492_a17b12f1aa', 'physics_text_501_5c7db90b4e', 'physics_text_498_8cd8cb22af', 'physics_text_492_4ea9d5bc70', 'physics_figure_520_f3995218e1']",,physics,12,9,Ray Optics and Optical Instruments,What is beam? Explain in the context of Ray Optics and Optical Instruments.,definition,basic,"['beam', 'Ray Optics and Optical Instruments']",physics_text_492_a17b12f1aa,['physics_text_492_a17b12f1aa'],"them. The path is called a *ray* of light, and a bundle of such rays
constitutes a *beam* of light.",generated_from_key_terms,True,True,True,True,1.0
q_0252,"['maths_exercises_616_8f69ae1674', 'maths_text_615_6bdd3c7096', 'maths_exercises_617_9dbea64abc', 'maths_text_150_b690669cde', 'maths_text_616_9df2661e7a', 'maths_text_159_86832fa994', 'maths_figure_638_22c6ec2885', 'maths_figure_627_fbb5ba227e', 'maths_exercises_617_66f3fcb3c7', 'maths_exercises_617_8b55969e63']","['maths_exercises_616_8f69ae1674', 'maths_text_615_6bdd3c7096', 'maths_exercises_617_9dbea64abc', 'maths_text_150_b690669cde', 'maths_text_616_9df2661e7a']",,maths,12,10,Vector Algebra,"In Fig 10.6 (a square), identify the following vectors.
<::transcription of the content
: figure::>
    (i) Coinitial
    (ii) Equal
    (iii) Collinear but not equal",conceptual,intermediate,['Vector Algebra'],maths_exercises_616_8f69ae1674,"['maths_exercises_616_8f69ae1674', 'maths_exercises_617_9dbea64abc', 'maths_exercises_617_66f3fcb3c7']","In this chapter, we will study some of the basic concepts about vectors, various operations on vectors, and their algebraic and geometric properties. These two type of properties, when considered together give a full realisation to the concept of vectors, and lead to their vital applicability in var",ncert_exercise,True,True,True,True,1.0
q_0281,"['biology_exercises_69_72c67cd096', 'biology_figure_59_43c93bda68', 'biology_text_60_01aedee29a', 'biology_text_59_b5cfe2cced', 'biology_figure_60_3d5d07d469', 'biology_text_59_625d3fcbfa', 'biology_figure_394_9155239ab7', 'biology_text_67_af0d471c65', 'biology_text_76_8ab736591f', 'biology_text_59_3775089877']","['biology_exercises_69_72c67cd096', 'biology_figure_59_43c93bda68', 'biology_text_60_01aedee29a', 'biology_text_59_b5cfe2cced', 'biology_figure_60_3d5d07d469']",,biology,11,5,Morphology of Flowering Plants,How is a pinnately compound leaf different from a palmately compound leaf?,reasoning,intermediate,['Morphology of Flowering Plants'],biology_exercises_69_72c67cd096,['biology_exercises_69_72c67cd096'],"In chapters 2 and 3, we talked about classification of plants based
on morphological and other characteristics. For any successful attempt
at classification and at understanding any higher plant (or for that
matter any living organism) we need to know standard technical terms
and standard definition",ncert_exercise,True,True,True,True,1.0
q_0498,"['maths_text_500_ee4740ede5', 'maths_text_542_decd82caa7', 'maths_text_541_366853d2d2', 'maths_text_544_35f6b47ca2', 'maths_summary_573_405829bc89', 'maths_text_543_74421f98b4', 'maths_summary_565_0825520bf6', 'maths_text_548_04a4f7ff68', 'maths_text_541_6bfd3ecb51', 'maths_text_544_cb6e858d49']","['maths_text_500_ee4740ede5', 'maths_text_542_decd82caa7', 'maths_text_541_366853d2d2', 'maths_text_544_35f6b47ca2', 'maths_summary_573_405829bc89']",,maths,12,7,Integrals,What is Fundamental Theorem of Calculus? Explain in the context of Integrals.,definition,basic,"['Fundamental Theorem of Calculus', 'Integrals']",maths_text_500_ee4740ede5,['maths_text_500_ee4740ede5'],"There is a connection, known as the *Fundamental Theorem of Calculus*, between indefinite integral and definite integral which makes the definite integral as a practical tool for science and engineering. The definite integral is also used to solve many interesting problems from various disciplines l",generated_from_key_terms,True,True,True,True,1.0
