id,flat_top_10_ids,flat_top_5_ids,generated_ans,subject,grade,chapter,chapter_title,question,type,difficulty,key_concepts,reference_chunk_id,recall_any_of,reference_answer,source,hit_5,hit_any_5,hit_10,hit_any_10,mrr_any
q_0408,"['physics_text_480_56bc1abc77', 'physics_text_479_7653f6e685', 'physics_figure_480_a802cc096e', 'physics_figure_482_7ae81d8c39', 'physics_text_480_55156fc0e7', 'physics_text_480_9efec5efb8', 'physics_text_478_a310a4e271', 'physics_figure_484_c483205709', 'physics_text_479_4cdd6151ff', 'physics_text_478_b447d1a322']","['physics_text_480_56bc1abc77', 'physics_text_479_7653f6e685', 'physics_figure_480_a802cc096e', 'physics_figure_482_7ae81d8c39', 'physics_text_480_55156fc0e7']",,physics,12,8,Electromagnetic Waves,What is conduction current? Explain in the context of Electromagnetic Waves.,definition,basic,"['conduction current', 'Electromagnetic Waves']",physics_text_479_5cf91a4543,['physics_text_479_5cf91a4543'],"This is the missing term in Ampere's circuital law. If we generalise this law by adding to the total current carried by conductors through the surface, another term which is ε₀ times the rate of change of electric flux through the same surface, the *total* has the same value of current *i* for all s",generated_from_key_terms,False,False,False,False,0.0
q_0298,"['biology_exercises_128_945cb5bd8e', 'biology_text_121_125930a793', 'biology_text_121_fcd5bdd8f7', 'biology_text_119_414b5888fe', 'biology_text_122_35f5845752', 'biology_figure_123_a171890b86', 'biology_text_120_612cd43875', 'biology_text_123_a596a9aa35', 'biology_text_120_9e5a7531d1', 'biology_text_122_06729292c5']","['biology_exercises_128_945cb5bd8e', 'biology_text_121_125930a793', 'biology_text_121_fcd5bdd8f7', 'biology_text_119_414b5888fe', 'biology_text_122_35f5845752']",,biology,11,10,Cell Cycle and Cell Division,What is G₀ (quiescent phase) of cell cycle?,definition,basic,['Cell Cycle and Cell Division'],biology_exercises_128_945cb5bd8e,"['biology_exercises_128_945cb5bd8e', 'biology_exercises_129_37ac9b21f4', 'biology_exercises_130_2ed2cbf376']","## 10.1 CELL CYCLE

Cell division is a very important process in all living organisms. During the division of a cell, DNA replication and cell growth also take place. All these processes, i.e., cell division, DNA replication, and cell growth, hence, have to take place in a coordinated way to ensure ",ncert_exercise,True,True,True,True,1.0
q_0457,"['chemistry_text_552_08ed82b219', 'chemistry_text_552_14ab84f1df', 'chemistry_text_558_4c69058a9a', 'chemistry_marginalia_568_af8f8e5745', 'chemistry_marginalia_550_3df7d8646c', 'chemistry_figure_551_67de710b01', 'chemistry_exercises_566_7bd6131710', 'chemistry_text_558_8a748b248a', 'chemistry_figure_548_d2248effaf', 'chemistry_text_548_60c1ce5259']","['chemistry_text_552_08ed82b219', 'chemistry_text_552_14ab84f1df', 'chemistry_text_558_4c69058a9a', 'chemistry_marginalia_568_af8f8e5745', 'chemistry_marginalia_550_3df7d8646c']",,chemistry,12,9,Amines,What is Hoffmann bromamide degradation reaction? Explain in the context of Amines.,definition,basic,"['Hoffmann bromamide degradation reaction', 'Amines']",chemistry_text_552_08ed82b219,['chemistry_text_552_08ed82b219'],"6. **Hoffmann bromamide degradation reaction**

Hoffmann developed a method for preparation of primary amines by treating an amide with bromine in an aqueous or ethanolic solution of sodium hydroxide. In this degradation reaction, migration of an alkyl or aryl group takes place from carbonyl carbon ",generated_from_key_terms,True,True,True,True,1.0
q_0399,"['physics_text_361_ad9439944d', 'physics_figure_366_6ccd7f496e', 'physics_figure_358_21f97cb202', 'physics_figure_368_c62274ae79', 'physics_figure_364_d12760f464', 'physics_text_538_a1b3ad4621', 'physics_figure_380_6731234536', 'physics_exercises_381_dadab7d54d', 'physics_text_371_dce25b3558', 'physics_text_367_24df08c6cc']","['physics_text_361_ad9439944d', 'physics_figure_366_6ccd7f496e', 'physics_figure_358_21f97cb202', 'physics_figure_368_c62274ae79', 'physics_figure_364_d12760f464']",,physics,12,3,Current Electricity,What is magnitudes? Explain in the context of Current Electricity.,definition,basic,"['magnitudes', 'Current Electricity']",physics_text_361_ad9439944d,['physics_text_361_ad9439944d'],"Current
Electricity

E l = j ρ l
or, E = j ρ (3.11)

The above relation for **magnitudes** E and j can indeed be cast in a **vector** form. The current density, (which we have defined as the current through unit area **normal** to the current) is also directed along **E**, and is also a vector **j**",generated_from_key_terms,True,True,True,True,1.0
q_0241,"['maths_exercises_570_549f8f356c', 'maths_text_569_64018fdc46', 'maths_summary_572_158aa911e4', 'maths_exercises_570_e73163cbbb', 'maths_figure_570_d0f01747c5', 'maths_text_569_b79454bd19', 'maths_text_567_cd5e9b962f', 'maths_exercises_570_c1caa85a41', 'maths_text_569_8e11d84932', 'maths_text_566_68324fb68f']","['maths_exercises_570_549f8f356c', 'maths_text_569_64018fdc46', 'maths_summary_572_158aa911e4', 'maths_exercises_570_e73163cbbb', 'maths_figure_570_d0f01747c5']",,maths,12,8,Application of Integrals,Find the area of the region bounded by the ellipse $\frac{x^2}{16} + \frac{y^2}{9} = 1$.,numerical,intermediate,['Application of Integrals'],maths_exercises_570_549f8f356c,"['maths_exercises_570_549f8f356c', 'maths_exercises_570_c1caa85a41', 'maths_exercises_570_7c9466e190']","In the previous chapter, we have studied to find the
area bounded by the curve y = f (x), the ordinates x = a,
x = b and x-axis, while calculating definite integral as the
limit of a sum. Here, in this chapter, we shall study a specific
application of integrals to find the area under simple curves,
",ncert_exercise,True,True,True,True,1.0
q_0426,"['chemistry_text_74_19da381e27', 'chemistry_marginalia_96_e4fe3783cd', 'chemistry_table_74_e68e40158e', 'chemistry_text_74_f3757568f3', 'chemistry_text_89_239f6049d9', 'chemistry_marginalia_76_ad95f0eb2c', 'chemistry_marginalia_78_64c5c4b670', 'chemistry_text_80_c9c0399211', 'chemistry_marginalia_90_7eb2a3df4b', 'chemistry_figure_82_6c79bff553']","['chemistry_text_74_19da381e27', 'chemistry_marginalia_96_e4fe3783cd', 'chemistry_table_74_e68e40158e', 'chemistry_text_74_f3757568f3', 'chemistry_text_89_239f6049d9']",,chemistry,11,3,Classification of Elements and Periodicity in Properties,What is Triads? Explain in the context of Classification of Elements and Periodicity in Properties.,definition,basic,"['Triads', 'Classification of Elements and Periodicity in Properties']",chemistry_text_74_f3757568f3,['chemistry_text_74_f3757568f3'],"## 3.2 GENESIS OF PERIODIC CLASSIFICATION

Classification of elements into groups and development of Periodic Law and Periodic Table are the consequences of systematising the knowledge gained by a number of scientists through their observations and experiments. The German chemist, Johann Dobereiner ",generated_from_key_terms,True,True,True,True,0.25
q_0111,"['chemistry_exercises_271_5ece886850', 'chemistry_text_238_21738efacc', 'chemistry_text_238_09a5020d7f', 'chemistry_table_484_273ee40fca', 'chemistry_text_250_ae84667beb', 'chemistry_text_257_7c714424e1', 'chemistry_figure_247_03ff129349', 'chemistry_text_237_4bdba122f1', 'chemistry_text_251_440a7eb0e2', 'chemistry_text_255_26a13a0179']","['chemistry_exercises_271_5ece886850', 'chemistry_text_238_21738efacc', 'chemistry_text_238_09a5020d7f', 'chemistry_table_484_273ee40fca', 'chemistry_text_250_ae84667beb']",,chemistry,11,8,Organic Chemistry: Some Basic Principles and Techniques,"Write bond line formulas for : Isopropyl alcohol, 2,3-Dimethylbutanal, Heptan-4-one.",factual,intermediate,['Organic Chemistry: Some Basic Principles and Techniques'],chemistry_exercises_271_5ece886850,"['chemistry_exercises_271_5ece886850', 'chemistry_marginalia_272_b70ebe198b', 'chemistry_exercises_272_671d708057']","## 8.1 GENERAL INTRODUCTION
Organic compounds are vital for sustaining life on earth and include complex molecules like genetic information bearing deoxyribonucleic acid (DNA) and proteins that constitute essential compounds of our blood, muscles and skin. Organic compounds appear in materials like ",ncert_exercise,True,True,True,True,1.0
q_0038,"['physics_exercises_381_dadab7d54d', 'physics_exercises_382_0104a55885', 'physics_figure_370_477117a3ba', 'physics_figure_371_1dc2f55078', 'physics_figure_375_dfb896ee40', 'physics_figure_377_044bf7c3d8', 'physics_figure_377_c339de5188', 'physics_figure_382_22d71e9bdf', 'physics_figure_454_b621e863de', 'physics_exercises_476_ba92467977']","['physics_exercises_381_dadab7d54d', 'physics_exercises_382_0104a55885', 'physics_figure_370_477117a3ba', 'physics_figure_371_1dc2f55078', 'physics_figure_375_dfb896ee40']",,physics,12,3,Current Electricity,"A battery of emf 10 V and internal resistance 3 Ω is connected to a resistor. If the current in the circuit is 0.5 A, what is the resistance of the resistor? What is the terminal voltage of the battery when the circuit is closed?",numerical,basic,['Current Electricity'],physics_exercises_381_dadab7d54d,"['physics_exercises_381_dadab7d54d', 'physics_exercises_382_5532efd50e', 'physics_exercises_382_0104a55885']","and the quotient

$I = \frac{q}{t}$ (3.1)

is defined to be the current across the area in the forward direction. (If it turn out to be a negative number, it implies a current in the backward direction.)",ncert_exercise,True,True,True,True,1.0
q_0278,"['biology_exercises_52_6cecc68e7c', 'maths_text_390_69921685ee', 'chemistry_text_18_c2baf8ccfa', 'maths_exercises_306_2b6d00c71f', 'chemistry_text_282_456a6bea32', 'maths_text_391_7572089f03', 'chemistry_text_225_44657b8fbe', 'chemistry_text_139_0e24c8b503', 'biology_exercises_84_a247680e0a', 'chemistry_text_295_a757d48462']","['biology_exercises_52_6cecc68e7c', 'maths_text_390_69921685ee', 'chemistry_text_18_c2baf8ccfa', 'maths_exercises_306_2b6d00c71f', 'chemistry_text_282_456a6bea32']",,biology,11,4,Animal Kingdom,"If you are given a specimen, what are the steps that you would follow to classify it?",conceptual,intermediate,['Animal Kingdom'],biology_exercises_52_6cecc68e7c,"['biology_exercises_52_6cecc68e7c', 'biology_exercises_53_fe1928ac46', 'biology_exercises_54_4fd32a9539']","### 4.1.1 Levels of Organisation

Though all members of Animalia are multicellular, all of them do not exhibit the same pattern of organisation of cells. For example, in sponges, the cells are arranged as loose cell aggregates, i.e., they exhibit **cellular** level of organisation. Some division of ",ncert_exercise,True,True,True,True,1.0
q_0202,"['maths_summary_229_fb30d1a80a', 'maths_text_239_196996698c', 'maths_exercises_249_f125d3afe5', 'maths_text_242_c757c1f464', 'maths_summary_231_e69281378a', 'maths_summary_232_cae0f46960', 'maths_text_235_33095a13ea', 'maths_text_235_78cab59d57', 'maths_summary_253_7c3fde6b08', 'maths_text_246_bbb789b41b']","['maths_summary_229_fb30d1a80a', 'maths_text_239_196996698c', 'maths_exercises_249_f125d3afe5', 'maths_text_242_c757c1f464', 'maths_summary_231_e69281378a']",,maths,11,12,Limits and Derivatives,$\lim_{x \to \pi} \left(x - \frac{22}{7}\right)$,conceptual,intermediate,['Limits and Derivatives'],maths_exercises_236_06e2647eb4,"['maths_exercises_236_06e2647eb4', 'maths_exercises_237_1eb7c8e201', 'maths_exercises_237_9915adb368']","## 12.2 Intuitive Idea of Derivatives

Sir Issac Newton
(1642-1727)

Physical experiments have confirmed that the body dropped from a tall cliff covers a distance of 4.9t² metres in t seconds, i.e., distance s in metres covered by the body as a function of time t in seconds is given by s = 4.9t².",ncert_exercise,False,False,False,False,0.0
q_0389,"['physics_text_72_d0fb5f7b93', 'physics_marginalia_88_29effebe17', 'physics_text_77_528614de42', 'physics_marginalia_72_524e800460', 'physics_text_73_dd5f4baa48', 'physics_text_83_bffd1ef372', 'physics_figure_71_75d96297fc', 'physics_text_72_ac47f95b1f', 'physics_text_73_b77e387a25', 'physics_text_80_c798e99ca4']","['physics_text_72_d0fb5f7b93', 'physics_marginalia_88_29effebe17', 'physics_text_77_528614de42', 'physics_marginalia_72_524e800460', 'physics_text_73_dd5f4baa48']",,physics,11,5,"Work, Energy and Power","What is A·A? Explain in the context of Work, Energy and Power.",definition,basic,"['A·A', 'Work, Energy and Power']",physics_text_71_90b02df5ca,['physics_text_71_90b02df5ca'],"**A·B** = (A_x**î** + A_y**ĵ** + A_z**k**)·(B_x**î** + B_y**ĵ** + B_z**k**)
= A_xB_x + A_yB_y + A_zB_z (5.1b)
From the definition of scalar product and
(Eq. 5.1b) we have :
(i) **A·A** = A_xA_x + A_yA_y + A_zA_z
Or,
A² = A_x² + A_y² + A_z² (5.1c)
since **A·A** = |**A**||**A**| cos 0 = A².
(ii) **A·B",generated_from_key_terms,False,False,False,False,0.0
q_0437,"['chemistry_marginalia_272_b70ebe198b', 'chemistry_text_240_129b8ead65', 'chemistry_marginalia_246_32752fc4dd', 'chemistry_marginalia_240_78beec638c', 'chemistry_text_247_80aa4f3b93', 'chemistry_figure_242_f87f422aeb', 'chemistry_figure_243_4d0b54a9ea', 'chemistry_figure_243_b1ecd97924', 'chemistry_text_243_e7fc184081', 'chemistry_figure_272_69c2b656d9']","['chemistry_marginalia_272_b70ebe198b', 'chemistry_text_240_129b8ead65', 'chemistry_marginalia_246_32752fc4dd', 'chemistry_marginalia_240_78beec638c', 'chemistry_text_247_80aa4f3b93']",,chemistry,11,8,Organic Chemistry: Some Basic Principles and Techniques,What is classify the organic compounds;? Explain in the context of Organic Chemistry: Some Basic Principles and Techniques.,definition,basic,"['classify the organic compounds;', 'Organic Chemistry: Some Basic Principles and Techniques']",chemistry_text_235_d11d089fca,['chemistry_text_235_d11d089fca'],"## Objectives

After studying this unit, you will be able to

* understand reasons for tetravalence of carbon and shapes of organic molecules;
* write structures of organic molecules in various ways;
* classify the organic compounds;
* name the compounds according to IUPAC system of nomenclature and",generated_from_key_terms,False,False,False,False,0.0
q_0295,"['biology_exercises_128_945cb5bd8e', 'biology_text_120_612cd43875', 'biology_text_119_414b5888fe', 'biology_text_121_fcd5bdd8f7', 'biology_text_126_595b71e677', 'biology_text_120_6369718f25', 'biology_exercises_130_79da0c8d31', 'biology_text_123_a596a9aa35', 'biology_exercises_130_ed2a468d5a', 'biology_exercises_130_72a20c6c77']","['biology_exercises_128_945cb5bd8e', 'biology_text_120_612cd43875', 'biology_text_119_414b5888fe', 'biology_text_121_fcd5bdd8f7', 'biology_text_126_595b71e677']",,biology,11,10,Cell Cycle and Cell Division,What is the average cell cycle span for a mammalian cell?,definition,basic,['Cell Cycle and Cell Division'],biology_exercises_128_945cb5bd8e,"['biology_exercises_128_945cb5bd8e', 'biology_exercises_129_37ac9b21f4', 'biology_exercises_130_2ed2cbf376']","## 10.1 CELL CYCLE

Cell division is a very important process in all living organisms. During the division of a cell, DNA replication and cell growth also take place. All these processes, i.e., cell division, DNA replication, and cell growth, hence, have to take place in a coordinated way to ensure ",ncert_exercise,True,True,True,True,1.0
q_0020,"['physics_exercises_88_02af55b654', 'physics_text_83_47fea70906', 'physics_points_to_ponder_86_dcaadbe748', 'physics_text_57_12ff7abe61', 'physics_text_83_f75dacac55', 'physics_text_78_bbbf397785', 'physics_exercises_89_582697f221', 'physics_text_84_714f33433f', 'physics_text_321_6d7b20614a', 'physics_text_72_e4d29fb30c']","['physics_exercises_88_02af55b654', 'physics_text_83_47fea70906', 'physics_points_to_ponder_86_dcaadbe748', 'physics_text_57_12ff7abe61', 'physics_text_83_f75dacac55']",,physics,11,5,"Work, Energy and Power","State if each of the following statements is true or false. Give reasons for your answer.
(a) In an elastic collision of two bodies, the momentum and energy of each body is conserved.
(b) Total energy of a system is always conserved, no matter what internal and external forces on the body are present.
(c) Work done in the motion of a body over a closed loop is zero for every force in nature.
(d) In an inelastic collision, the final kinetic energy is always less than the initial kinetic energy of",factual,basic,"['Work, Energy and Power']",physics_marginalia_88_29effebe17,"['physics_marginalia_88_29effebe17', 'physics_exercises_88_b5ff1d8d75', 'physics_exercises_88_709e15c1b0']","### 5.1.1 The Scalar Product
We have learnt about vectors and their use in Chapter 3. Physical quantities like displacement, velocity, acceleration, force etc. are vectors. We have also learnt how vectors are added or subtracted. We now need to know how vectors are multiplied. There are two ways of ",ncert_exercise,False,False,False,False,0.0
q_0491,"['maths_text_403_eb3459f117', 'maths_text_407_faace48ff0', 'maths_text_397_3862601df6', 'maths_text_396_b4888da80e', 'maths_text_407_5e0dc6e39f', 'maths_exercises_410_353fd3d135', 'maths_text_398_cd15268795', 'maths_text_402_164f3365dc', 'maths_summary_413_e0277db0d4', 'maths_text_400_bcad3ad399']","['maths_text_403_eb3459f117', 'maths_text_407_faace48ff0', 'maths_text_397_3862601df6', 'maths_text_396_b4888da80e', 'maths_text_407_5e0dc6e39f']",,maths,12,4,Determinants,What is Example 1? Explain in the context of Determinants.,definition,basic,"['Example 1', 'Determinants']",maths_text_389_40e8fbe51b,['maths_text_389_40e8fbe51b'],"Let
A = $\begin{bmatrix} a_{11} & a_{12} \\ a_{21} & a_{22} \end{bmatrix}$ be a matrix of order $2 \times 2$,
then the determinant of A is defined as:

det (A) = $|A| = \Delta = <::transcription of the content
: figure::>
= $a_{11}a_{22} - a_{21}a_{12}$

**Example 1** Evaluate $\begin{vmatrix} 2 & 4",generated_from_key_terms,False,False,False,False,0.0
q_0357,"['biology_exercises_410_e6b15e386d', 'biology_text_402_6b0bfd2fc5', 'biology_exercises_412_cb29f81234', 'biology_exercises_412_4d3899180f', 'biology_text_406_36e1d1fffb', 'biology_text_406_12ffc88b8d', 'biology_exercises_412_db9c517a84', 'biology_figure_407_064619dd3e', 'biology_exercises_411_b58191948b', 'biology_text_400_abf1b6c1bf']","['biology_exercises_410_e6b15e386d', 'biology_text_402_6b0bfd2fc5', 'biology_exercises_412_cb29f81234', 'biology_exercises_412_4d3899180f', 'biology_text_406_36e1d1fffb']",,biology,12,8,Microbes in Human Welfare,Give examples to prove that microbes release gases during metabolism.,factual,advanced,['Microbes in Human Welfare'],biology_exercises_410_e6b15e386d,"['biology_exercises_410_e6b15e386d', 'biology_exercises_411_b58191948b', 'biology_exercises_412_db9c517a84']","Microbes like bacteria and many fungi can be grown
on nutritive media to form colonies (Figure 8.3), that can
be seen with the naked eyes. Such cultures are useful in
studies on micro-organisms.",ncert_exercise,True,True,True,True,1.0
q_0144,"['chemistry_text_499_466521dab9', 'chemistry_summary_305_7e0a35281f', 'chemistry_text_507_96c52386f9', 'chemistry_figure_560_440b1011c2', 'chemistry_figure_490_e04dc58ba9', 'chemistry_figure_508_b68c364903', 'chemistry_figure_539_80062206c6', 'chemistry_figure_248_b318e5e9ce', 'chemistry_figure_512_ae965d910e', 'chemistry_figure_449_7f6563a229']","['chemistry_text_499_466521dab9', 'chemistry_summary_305_7e0a35281f', 'chemistry_text_507_96c52386f9', 'chemistry_figure_560_440b1011c2', 'chemistry_figure_490_e04dc58ba9']",,chemistry,12,7,"Alcohols, Phenols and Ethers",Explain how does the -OH group attached to a carbon of benzene ring activate it towards electrophilic substitution?,conceptual,intermediate,"['Alcohols, Phenols and Ethers']",chemistry_exercises_511_1e5b17f94e,"['chemistry_exercises_511_1e5b17f94e', 'chemistry_exercises_511_334b769e21', 'chemistry_exercises_512_24a9bc9064']",You have learnt that substitution of one or more hydrogen atom(s) from a hydrocarbon by another atom or a group of atoms result in the formation of an entirely new compound having altogether different properties and applications. **Alcohols** and **phenols** are formed when a hydrogen atom in a hydr,ncert_exercise,False,False,False,False,0.0
q_0510,"['biology_text_1_466750d473', 'biology_text_0_95e1528f8a', 'biology_text_3_7ddda1f714', 'biology_figure_0_923e8ef699', 'biology_text_4_286de6637e', 'biology_text_2_9a327c0f1c', 'biology_text_4_74678bb1bf', 'biology_text_3_f2e2961226', 'biology_text_3_ff947a2f34', 'biology_text_7_3d09cc3095']","['biology_text_1_466750d473', 'biology_text_0_95e1528f8a', 'biology_text_3_7ddda1f714', 'biology_figure_0_923e8ef699', 'biology_text_4_286de6637e']",,biology,11,1,The Living World,What is Balzan Prize? Explain in the context of The Living World.,definition,basic,"['Balzan Prize', 'The Living World']",biology_text_1_466750d473,['biology_text_1_466750d473'],"Born on 5 July 1904, in Kempten, Germany, ERNST MAYR, the
Harvard University evolutionary biologist who has been called
'The Darwin of the 20th century', was one of the 100 greatest
scientists of all time. Mayr joined Harvard's Faculty of Arts
and Sciences in 1953 and retired in 1975, assuming the t",generated_from_key_terms,True,True,True,True,1.0
q_0316,"['biology_text_192_fec0ec8a98', 'biology_exercises_203_0bfa8a659c', 'biology_text_192_68669c4738', 'biology_summary_203_e81ce0f23e', 'biology_text_193_a27bfcc0bf', 'chemistry_text_578_1509fc4040', 'maths_text_574_cebbc27332', 'biology_table_194_96f0b67810', 'biology_text_194_1e52fadf85', 'biology_text_163_e268ba2caf']","['biology_text_192_fec0ec8a98', 'biology_exercises_203_0bfa8a659c', 'biology_text_192_68669c4738', 'biology_summary_203_e81ce0f23e', 'biology_text_193_a27bfcc0bf']",,biology,11,15,Body Fluids and Circulation,What is the importance of plasma proteins?,definition,basic,['Body Fluids and Circulation'],biology_exercises_203_0bfa8a659c,['biology_exercises_203_0bfa8a659c'],"## 15.1.1 Plasma

Plasma is a straw coloured, viscous fluid constituting nearly 55 per cent of the blood. 90-92 per cent of plasma is water and proteins contribute 6-8 per cent of it. Fibrinogen, globulins and albumins are the major proteins.",ncert_exercise,True,True,True,True,0.5
q_0114,"['chemistry_exercises_305_fd453cb634', 'chemistry_text_563_1d039d7b6a_p1', 'chemistry_figure_110_9b05158e69', 'chemistry_text_300_88eb504d09', 'chemistry_figure_243_e447856e0f', 'chemistry_figure_103_625bc8eb28', 'chemistry_figure_486_ce46fc136f', 'maths_exercises_491_3907737430', 'chemistry_figure_468_a4df304e9e', 'chemistry_text_486_0615a7937b']","['chemistry_exercises_305_fd453cb634', 'chemistry_text_563_1d039d7b6a_p1', 'chemistry_figure_110_9b05158e69', 'chemistry_text_300_88eb504d09', 'chemistry_figure_243_e447856e0f']",,chemistry,11,9,Hydrocarbons,"Write IUPAC names of the following compounds :
(a) CH₃CH=C(CH₃)₂
(b) CH₂=CH-C≡C-CH₃
(c) <::transcription of the content
: chemical structure of 1,3-butadiene::>
(d) <::transcription of the content
: chemical structure of 4-phenylbut-1-ene::>
(e) <::transcription of the content
: chemical structure of 2-methylphenol::>
(f) CH₃(CH₂)₄ CH (CH₂)₃ CH₃
   |
   CH₂-CH (CH₃)₂
(g) CH₃ – CH = CH – CH₂ – CH = CH – CH – CH₂ - CH = CH₂
   |
   C₂H₅",factual,basic,['Hydrocarbons'],chemistry_exercises_305_fd453cb634,"['chemistry_exercises_305_fd453cb634', 'chemistry_marginalia_306_b79a79ca97', 'chemistry_exercises_306_eeff8e89a8']","## 9.1 CLASSIFICATION
Hydrocarbons are of different types. Depending upon the types of carbon-carbon bonds present, they can be classified into three main categories – (i) saturated",ncert_exercise,True,True,True,True,1.0
q_0410,"['physics_text_492_a17b12f1aa', 'physics_figure_510_4bf86bd8f2', 'physics_text_501_1dceff927a', 'physics_figure_518_f1b66419b7', 'physics_exercises_521_918820f74c', 'physics_text_511_144d91409f', 'physics_exercises_523_e97c98a2d5', 'physics_text_513_672a8e1db4', 'physics_text_501_c976a8ebfa', 'physics_exercises_524_44a1690118']","['physics_text_492_a17b12f1aa', 'physics_figure_510_4bf86bd8f2', 'physics_text_501_1dceff927a', 'physics_figure_518_f1b66419b7', 'physics_exercises_521_918820f74c']",,physics,12,9,Ray Optics and Optical Instruments,What is beam? Explain in the context of Ray Optics and Optical Instruments.,definition,basic,"['beam', 'Ray Optics and Optical Instruments']",physics_text_492_a17b12f1aa,['physics_text_492_a17b12f1aa'],"them. The path is called a *ray* of light, and a bundle of such rays
constitutes a *beam* of light.",generated_from_key_terms,True,True,True,True,1.0
q_0252,"['maths_exercises_616_8f69ae1674', 'maths_text_616_9df2661e7a', 'maths_text_615_15ae8caa23', 'maths_text_615_6bdd3c7096', 'maths_text_615_6d9d7d467e', 'maths_exercises_491_3907737430', 'maths_text_622_f935e6a5c0', 'maths_text_615_8c8f789af9', 'maths_text_623_c9f5ab8fb4', 'chemistry_text_483_79ed7ced25']","['maths_exercises_616_8f69ae1674', 'maths_text_616_9df2661e7a', 'maths_text_615_15ae8caa23', 'maths_text_615_6bdd3c7096', 'maths_text_615_6d9d7d467e']",,maths,12,10,Vector Algebra,"In Fig 10.6 (a square), identify the following vectors.
<::transcription of the content
: figure::>
    (i) Coinitial
    (ii) Equal
    (iii) Collinear but not equal",conceptual,intermediate,['Vector Algebra'],maths_exercises_616_8f69ae1674,"['maths_exercises_616_8f69ae1674', 'maths_exercises_617_9dbea64abc', 'maths_exercises_617_66f3fcb3c7']","In this chapter, we will study some of the basic concepts about vectors, various operations on vectors, and their algebraic and geometric properties. These two type of properties, when considered together give a full realisation to the concept of vectors, and lead to their vital applicability in var",ncert_exercise,True,True,True,True,1.0
q_0281,"['biology_figure_59_43c93bda68', 'biology_text_59_b5cfe2cced', 'biology_text_60_01aedee29a', 'biology_exercises_69_72c67cd096', 'biology_text_59_625d3fcbfa', 'biology_figure_60_3d5d07d469', 'biology_figure_59_9013d61379', 'biology_text_59_3775089877', 'biology_marginalia_104_5267d9790f', 'biology_text_60_18b218c18d']","['biology_figure_59_43c93bda68', 'biology_text_59_b5cfe2cced', 'biology_text_60_01aedee29a', 'biology_exercises_69_72c67cd096', 'biology_text_59_625d3fcbfa']",,biology,11,5,Morphology of Flowering Plants,How is a pinnately compound leaf different from a palmately compound leaf?,reasoning,intermediate,['Morphology of Flowering Plants'],biology_exercises_69_72c67cd096,['biology_exercises_69_72c67cd096'],"In chapters 2 and 3, we talked about classification of plants based
on morphological and other characteristics. For any successful attempt
at classification and at understanding any higher plant (or for that
matter any living organism) we need to know standard technical terms
and standard definition",ncert_exercise,True,True,True,True,0.25
q_0498,"['maths_text_541_366853d2d2', 'maths_text_542_decd82caa7', 'maths_summary_565_0825520bf6', 'maths_text_543_74421f98b4', 'maths_text_500_ee4740ede5', 'maths_text_544_35f6b47ca2', 'maths_text_548_04a4f7ff68', 'maths_text_544_cb6e858d49', 'maths_text_499_33932b4dc4', 'maths_text_543_823b21ab38']","['maths_text_541_366853d2d2', 'maths_text_542_decd82caa7', 'maths_summary_565_0825520bf6', 'maths_text_543_74421f98b4', 'maths_text_500_ee4740ede5']",,maths,12,7,Integrals,What is Fundamental Theorem of Calculus? Explain in the context of Integrals.,definition,basic,"['Fundamental Theorem of Calculus', 'Integrals']",maths_text_500_ee4740ede5,['maths_text_500_ee4740ede5'],"There is a connection, known as the *Fundamental Theorem of Calculus*, between indefinite integral and definite integral which makes the definite integral as a practical tool for science and engineering. The definite integral is also used to solve many interesting problems from various disciplines l",generated_from_key_terms,True,True,True,True,0.2
q_0393,"['physics_text_128_6e948cc541', 'physics_text_127_9acf07b70c', 'physics_text_128_6c25d79477', 'physics_text_128_5f4f693bb6', 'physics_marginalia_130_7e51ef3053', 'physics_text_538_a1b3ad4621', 'physics_figure_129_2829324153', 'physics_text_129_5a1053a0a0', 'physics_text_129_cbb36574ee', 'physics_text_130_f400ce5f93']","['physics_text_128_6e948cc541', 'physics_text_127_9acf07b70c', 'physics_text_128_6c25d79477', 'physics_text_128_5f4f693bb6', 'physics_marginalia_130_7e51ef3053']",,physics,11,7,Gravitation,What is Law of areas? Explain in the context of Gravitation.,definition,basic,"['Law of areas', 'Gravitation']",physics_text_127_9acf07b70c,['physics_text_127_9acf07b70c'],"2. **Law of areas** : The line that joins any planet
to the sun sweeps equal areas in equal
intervals of time (Fig. 7.2). This law comes from
the observations that planets appear to move
slower when they are farther from the sun
than when they are nearer.",generated_from_key_terms,True,True,True,True,0.5
